,RANK_2025,RANK_2024,Institution_Name,Location,Region,SIZE,FOCUS,RES.,STATUS,Academic_Reputation_Score,Academic_Reputation_Rank,Employer_Reputation_Score,Employer_Reputation_Rank,Faculty_Student_Score,Faculty_Student_Rank,Citations_per_Faculty_Score,Citations_per_Faculty_Rank,International_Faculty_Score,International_Faculty_Rank,International_Students_Score,International_Students_Rank,International_Research_Network_Score,International_Research_Network_Rank,Employment_Outcomes_Score,Employment_Outcomes_Rank,Sustainability_Score,Sustainability_Rank,Overall_Score
904,925.5,875.5,Catania University,Italy,Europe,L,FC,VH,A,11.6,601,3.0,601,5.4,701,23.4,517,3.5,701.0,4.5,701.0,71.3,465.0,5.7,701,3.6,701.0,42.056250000000006
905,925.5,1100.5,Future University in Egypt,Egypt,Africa,M,FO,VH,B,4.8,601,34.7,272,34.9,453,2.0,701,11.7,701.0,21.7,519.0,40.0,701.0,2.9,701,1.1,701.0,42.056250000000006
906,925.5,1100.5,Gazi Üniversitesi,Turkey,Asia,XL,FC,HI,A,18.6,483,15.3,551,6.0,701,4.4,701,1.0,701.0,3.3,701.0,56.0,679.0,18.2,597,20.1,530.0,42.056250000000006
907,925.5,1401.0,Georgian Technical University,Georgia,Asia,L,FO,MD,A,7.1,601,6.6,601,1.0,701,46.9,291,30.62604242867593,530.4498902706657,25.733759772565744,531.8550106609808,5.4,701.0,25.9,457,1.0,701.0,42.056250000000006
908,925.5,1100.5,German Jordanian University,Jordan,Asia,S,FO,VH,A,8.6,601,15.1,554,21.4,645,5.6,701,65.3,301.0,16.3,600.0,17.8,701.0,8.5,701,1.5,701.0,42.056250000000006
909,925.5,1100.5,Imam Mohammad Ibn Saud Islamic University – IMSIU,Saudi Arabia,Asia,XL,FC,MD,A,14.8,589,7.6,601,17.4,701,1.5,701,46.2,389.0,4.2,701.0,41.9,701.0,26.5,447,1.0,701.0,42.056250000000006
910,925.5,875.5,Kanazawa University,Japan,Asia,M,FC,VH,A,10.5,601,3.9,601,55.1,275,12.2,686,8.1,701.0,5.8,701.0,31.9,701.0,1.8,701,1.6,701.0,42.056250000000006
911,925.5,875.5,Karaganda Buketov University,Kazakhstan,Asia,L,FO,HI,B,15.6,563,24.5,391,41.3,379,1.1,701,13.1,701.0,5.2,701.0,7.5,701.0,7.8,701,1.0,701.0,42.056250000000006
912,925.5,875.5,Kyrgyz-Turkish Manas University,Kyrgyzstan,Asia,S,CO,HI,A,15.1,583,10.9,601,10.7,701,1.7,701,90.5,189.0,19.7,549.0,7.1,701.0,5.7,701,1.0,701.0,42.056250000000006
913,925.5,825.5,Louisiana State University,United States,Americas,XL,CO,VH,A,9.5,601,6.7,601,7.8,701,12.9,669,8.6,701.0,3.8,701.0,52.3,701.0,18.8,589,52.8,301.0,42.056250000000006
914,925.5,975.5,Makerere University,Uganda,Africa,XL,FC,HI,A,11.0,601,4.2,601,3.4,701,4.5,701,9.6,701.0,7.5,701.0,64.8,560.0,98.3,25,3.5,701.0,42.056250000000006
915,925.5,975.5,"Manipal Academy of Higher Education, Manipal, Karnataka, India",India,Asia,L,FO,VH,B,10.9,601,8.2,601,42.9,365,4.4,701,1.8,701.0,7.7,701.0,61.2,614.0,6.2,701,16.5,567.0,42.056250000000006
916,925.5,875.5,Michigan Technological University,United States,Americas,M,CO,VH,A,4.8,601,3.7,601,27.1,557,28.6,452,11.4,701.0,11.1,697.0,52.1,701.0,3.1,701,1.9,701.0,42.056250000000006
917,925.5,875.5,National Research Saratov State University,Russia,Europe,M,CO,VH,A,5.0,601,2.7,601,96.7,51,1.7,701,3.0,701.0,16.6,593.0,19.1,701.0,1.8,701,1.0,701.0,42.056250000000006
918,925.5,925.5,Nicolaus Copernicus University ,Poland,Europe,L,FC,HI,A,7.6,601,2.6,601,53.2,287,4.9,701,3.1,701.0,5.3,701.0,81.3,302.0,3.1,701,1.7,701.0,42.056250000000006
919,925.5,875.5,North South University,Bangladesh,Asia,L,FO,HI,B,13.3,601,48.1,190,6.1,701,2.7,701,7.9,701.0,1.1,701.0,24.5,701.0,6.6,701,1.5,701.0,42.056250000000006
921,925.5,925.5,Princess Sumaya University for Technology,Jordan,Asia,S,FO,VH,B,9.1,601,25.3,375,11.9,701,5.1,701,47.3,377.0,50.0,294.0,6.0,701.0,5.1,701,1.2,701.0,42.056250000000006
922,925.5,825.5,Ritsumeikan Asia Pacific University,Japan,Asia,M,SP,LO,C,6.1,601,8.3,601,2.6,701,2.5,701,99.9,85.0,99.4,50.0,3.7,701.0,1.9,701,1.0,701.0,42.056250000000006
923,925.5,925.5,Robert Gordon University,United Kingdom,Europe,M,CO,HI,A,3.7,601,11.5,601,5.6,701,5.3,701,62.6,312.0,74.1,191.0,35.8,701.0,5.6,701,5.8,701.0,42.056250000000006
924,925.5,975.5,South Ural State University (National Research University),Russia,Europe,L,CO,VH,A,8.4,601,4.7,601,44.1,353,3.6,701,4.5,701.0,13.4,655.0,84.1,261.0,4.2,701,1.6,701.0,42.056250000000006
925,925.5,875.5,Universidad Católica del Uruguay (UCU),Uruguay,Americas,S,CO,MD,B,12.5,601,12.8,601,64.4,209,1.2,701,9.5,701.0,2.8,701.0,6.4,701.0,15.1,658,1.0,701.0,42.056250000000006
926,925.5,875.5,"Universidad Central ""Marta Abreu"" de Las Villas",Cuba,Americas,M,CO,HI,A,5.3,601,1.4,601,99.7,31,1.2,701,1.1,701.0,1.2,701.0,17.4,701.0,21.8,523,1.0,701.0,42.056250000000006
927,925.5,735.5,Universidad EAFIT,Colombia,Americas,L,CO,HI,B,12.9,601,42.8,215,4.9,701,2.3,701,3.1,701.0,1.4,701.0,11.3,701.0,44.4,289,4.8,701.0,42.056250000000006
928,925.5,755.5,Universidad Externado de Colombia ,Colombia,Americas,L,FO,MD,B,13.0,601,28.9,326,36.4,439,1.1,701,10.5,701.0,1.5,701.0,4.3,701.0,26.4,449,1.0,701.0,42.056250000000006
929,925.5,975.5,Universidad Nacional de Córdoba - UNC,Argentina,Americas,XL,FC,HI,A,26.4,337,14.0,583,6.2,701,1.6,701,1.4,701.0,1.5,701.0,44.4,701.0,10.1,701,1.7,701.0,42.056250000000006
930,925.5,925.5,Universidad Nacional Mayor de San Marcos,Peru,Americas,XL,FC,MD,A,20.6,426,22.9,411,7.9,701,1.3,701,30.62604242867593,530.4498902706657,25.733759772565744,531.8550106609808,33.2,701.0,38.6,329,1.1,701.0,42.056250000000006
931,925.5,825.5,Universidad Pontificia Bolivariana ,Colombia,Americas,M,FO,VH,B,8.4,601,8.8,601,74.7,169,1.7,701,3.8,701.0,2.3,701.0,10.0,701.0,22.0,521,1.6,701.0,42.056250000000006
932,925.5,925.5,Universidade Católica Portuguesa - UCP,Portugal,Europe,M,FO,VH,B,13.0,601,13.6,596,11.9,701,6.1,701,9.3,701.0,30.2,428.0,27.8,701.0,43.2,296,5.8,701.0,42.056250000000006
933,925.5,925.5,Universidade de Vigo,Spain,Europe,L,CO,VH,A,8.9,601,5.3,601,9.4,701,18.0,583,2.1,701.0,4.8,701.0,79.9,325.0,3.8,701,39.8,369.0,42.056250000000006
934,925.5,1100.5,Università degli Studi della Tuscia (University of Tuscia),Italy,Europe,M,CO,VH,A,4.6,601,1.2,601,5.6,701,43.6,315,13.7,689.0,10.4,701.0,32.4,701.0,2.0,701,2.2,701.0,42.056250000000006
935,925.5,925.5,Università degli studi Roma Tre,Italy,Europe,XL,CO,VH,A,17.4,517,8.0,601,2.2,701,12.1,689,8.5,701.0,4.2,701.0,62.5,595.0,7.1,701,19.7,537.0,42.056250000000006
936,925.5,925.5,"University of Alabama, Birmingham",United States,Americas,L,FC,VH,A,5.8,601,4.2,601,56.0,263,16.8,607,30.62604242867593,530.4498902706657,25.733759772565744,531.8550106609808,54.5,701.0,1.7,701,2.0,701.0,42.056250000000006
937,925.5,975.5,University of Calabria,Italy,Europe,M,CO,VH,A,6.8,601,2.3,601,5.5,701,22.6,525,8.3,701.0,6.2,701.0,81.4,299.0,1.7,701,29.6,447.0,42.056250000000006
938,925.5,875.5,University of East London,United Kingdom,Europe,L,CO,HI,A,3.6,601,3.6,601,3.1,701,6.2,701,73.1,274.0,100.0,32.0,33.3,701.0,7.6,701,1.1,701.0,42.056250000000006
940,925.5,975.5,University of Lodz,Poland,Europe,L,CO,VH,A,11.5,601,4.1,601,39.5,393,3.4,701,4.0,701.0,11.3,692.0,70.9,470.0,16.3,628,1.9,701.0,42.056250000000006
941,925.5,875.5,University of Maribor,Slovenia,Europe,L,FC,HI,A,8.0,601,6.6,601,29.2,530,6.8,701,1.8,701.0,13.0,658.0,61.0,622.0,33.4,380,9.1,686.0,42.056250000000006
942,925.5,925.5,University of Murcia,Spain,Europe,L,FC,VH,A,11.7,601,2.9,601,24.5,599,6.8,701,1.7,701.0,3.9,701.0,79.8,326.0,3.7,701,44.9,338.0,42.056250000000006
943,925.5,1100.5,University of Nairobi,Kenya,Africa,XL,FC,MD,A,10.0,601,11.7,601,20.1,671,1.8,701,30.62604242867593,530.4498902706657,25.733759772565744,531.8550106609808,50.1,701.0,92.5,67,1.8,701.0,42.056250000000006
944,925.5,975.5,University of Peshawar,Pakistan,Asia,M,FO,VH,A,6.9,601,9.9,601,34.3,462,21.4,541,30.62604242867593,530.4498902706657,1.9,701.0,42.9,701.0,15.3,649,1.1,701.0,42.056250000000006
945,925.5,875.5,University of Salford,United Kingdom,Europe,L,CO,HI,A,6.8,601,3.9,601,6.4,701,6.9,701,36.7,435.0,69.8,212.0,63.6,579.0,9.6,701,5.8,701.0,42.056250000000006
946,925.5,875.5,University Paris 2 Panthéon-Assas,France,Europe,L,SP,VH,A,7.1,601,3.5,601,62.1,230,1.2,701,11.8,701.0,26.1,464.0,4.3,701.0,53.1,238,1.0,701.0,42.056250000000006
947,925.5,975.5,Viet Nam National University Ho Chi Minh City (VNU-HCM),Vietnam,Asia,XL,CO,VH,A,18.8,481,24.6,389,5.7,701,2.1,701,4.2,701.0,1.1,701.0,45.7,701.0,24.9,466,4.6,701.0,42.056250000000006
948,925.5,875.5,Worcester Polytechnic Institute,United States,Americas,M,CO,VH,B,3.5,601,5.2,601,17.4,701,26.2,483,42.0,410.0,23.5,499.0,25.6,701.0,8.3,701,1.9,701.0,42.056250000000006
949,925.5,925.5,Wroclaw University of Science and Technology (WRUST),Poland,Europe,L,SP,VH,A,11.7,601,18.9,470,33.7,467,5.3,701,3.4,701.0,5.0,701.0,55.5,683.0,3.2,701,1.3,701.0,42.056250000000006
950,925.5,1100.5,Yerevan State University,Armenia,Asia,M,CO,HI,A,7.0,601,2.9,601,51.4,295,1.3,701,5.1,701.0,1.7,701.0,20.0,701.0,87.4,92,1.0,701.0,42.056250000000006
951,925.5,825.5,Yokohama City University,Japan,Asia,M,FO,VH,A,3.4,601,2.4,601,96.2,54,10.3,701,5.4,701.0,2.4,701.0,10.5,701.0,3.1,701,1.0,701.0,42.056250000000006
952,975.5,825.5,Almaty Technological University,Kazakhstan,Asia,M,FO,HI,A,6.2,601,4.2,601,88.1,93,1.0,701,25.0,536.0,4.8,701.0,2.9,701.0,3.3,701,1.1,701.0,42.056250000000006
953,975.5,925.5,Athens University of Economics and Business,Greece,Europe,M,SP,HI,A,7.6,601,29.3,323,1.7,701,20.0,556,1.6,701.0,3.1,701.0,14.0,701.0,20.9,547,2.4,701.0,42.056250000000006
954,975.5,825.5,Auburn University,United States,Americas,L,CO,VH,A,7.1,601,7.7,601,7.6,701,17.2,597,27.6,510.0,6.0,701.0,54.7,701.0,16.4,627,10.9,648.0,42.056250000000006
955,975.5,1100.5,Baku State University,Azerbaijan,Asia,L,CO,HI,A,12.9,601,5.5,601,41.7,373,1.4,701,5.3,701.0,2.2,701.0,16.7,701.0,47.7,271,1.3,701.0,42.056250000000006
956,975.5,1100.5,Bina Nusantara University (BINUS),Indonesia,Asia,L,CO,VH,C,12.5,601,21.8,426,19.9,678,2.1,701,34.7,463.0,4.3,701.0,10.7,701.0,12.9,701,4.1,701.0,42.056250000000006
957,975.5,825.5,Clark University,United States,Americas,S,CO,VH,B,2.6,601,2.5,601,18.9,701,16.7,608,13.2,701.0,84.7,154.0,20.2,701.0,13.6,701,6.5,701.0,42.056250000000006
958,975.5,875.5,Clemson University,United States,Americas,L,CO,VH,A,7.3,601,7.0,601,12.6,701,15.2,633,11.6,701.0,5.2,701.0,78.5,346.0,7.7,701,12.3,618.0,42.056250000000006
959,975.5,925.5,D. Serikbayev East Kazakhstan state technical university,Kazakhstan,Asia,M,CO,MD,A,13.0,601,7.7,601,64.2,211,1.2,701,14.4,674.0,2.5,701.0,2.4,701.0,3.5,701,1.3,701.0,42.056250000000006
960,975.5,1100.5,Ferdowsi University of Mashhad,"Iran, Islamic Republic of",Asia,L,CO,VH,A,7.0,601,6.0,601,3.5,701,28.2,463,1.3,701.0,7.1,701.0,71.7,455.0,5.2,701,1.7,701.0,42.056250000000006
961,975.5,1100.5,Financial University under the Government of the Russian Federation,Russia,Europe,L,FO,VH,A,5.3,601,9.9,601,39.3,397,1.6,701,4.7,701.0,19.4,557.0,32.4,701.0,47.7,270,5.1,701.0,42.056250000000006
962,975.5,925.5,Hallym University ,South Korea,Asia,M,FC,VH,B,2.8,601,1.8,601,94.4,65,6.9,701,3.8,701.0,2.2,701.0,5.7,701.0,1.7,701,1.1,701.0,42.056250000000006
963,975.5,735.5,Indian Institute of Technology Bhubaneswar,India,Asia,S,FO,VH,A,4.3,601,3.5,601,10.0,701,50.2,260,1.5,701.0,1.0,701.0,6.8,701.0,2.1,701,1.9,701.0,42.056250000000006
964,975.5,795.5,Instituto Tecnológico de Buenos Aires (ITBA),Argentina,Americas,S,FO,HI,B,8.8,601,24.6,387,39.0,401,1.3,701,17.3,638.0,12.3,674.0,2.7,701.0,22.3,515,25.072377622377623,529.6944055944056,42.056250000000006
965,975.5,975.5,Khon Kaen University,Thailand,Asia,XL,FC,HI,A,17.2,524,10.7,601,7.4,701,4.4,701,5.3,701.0,2.3,701.0,50.9,701.0,4.4,701,31.8,431.0,42.056250000000006
966,975.5,975.5,King Mongkut's University of Technology Thonburi ,Thailand,Asia,L,CO,VH,A,13.2,601,6.3,601,13.3,701,8.5,701,9.5,701.0,3.2,701.0,36.9,701.0,2.6,701,41.0,360.0,42.056250000000006
967,975.5,925.5,Kumamoto University,Japan,Asia,M,FC,VH,A,7.1,601,2.8,601,55.2,273,12.6,677,7.2,701.0,3.5,701.0,35.1,701.0,2.9,701,8.0,701.0,42.056250000000006
968,975.5,1100.5,Mansoura University,Egypt,Africa,XL,FC,VH,A,14.1,601,12.0,601,3.3,701,2.6,701,6.7,701.0,5.7,701.0,74.7,413.0,4.4,701,40.4,363.0,42.056250000000006
969,975.5,875.5,Niigata University,Japan,Asia,L,FC,HI,A,4.9,601,3.2,601,85.3,103,3.8,701,4.6,701.0,3.1,701.0,18.4,701.0,5.7,701,1.8,701.0,42.056250000000006
970,975.5,925.5,Northern Borders University,Saudi Arabia,Asia,L,FC,MD,A,13.1,601,4.7,601,20.2,666,2.1,701,98.4,115.0,4.8,701.0,13.1,701.0,2.4,701,1.0,701.0,42.056250000000006
971,975.5,925.5,Pontificia Universidad Católica del Ecuador (PUCE),Ecuador,Americas,L,FO,HI,B,17.3,518,16.2,524,11.5,701,1.3,701,14.2,677.0,1.7,701.0,27.1,701.0,34.0,370,1.0,701.0,42.056250000000006
972,975.5,925.5,Prince of Songkla University,Thailand,Asia,XL,FC,HI,A,21.6,408,5.6,601,16.4,701,3.3,701,5.3,701.0,1.9,701.0,40.3,701.0,3.9,701,24.2,497.0,42.056250000000006
973,975.5,875.5,"Queen Margaret University , Edinburgh",United Kingdom,Europe,S,FO,VH,A,3.5,601,4.3,601,5.2,701,18.3,579,59.9,326.0,73.3,199.0,3.3,701.0,1.4,701,1.0,701.0,42.056250000000006
974,975.5,925.5,Rhodes University ,South Africa,Africa,M,CO,VH,A,6.3,601,7.7,601,12.9,701,12.6,679,30.62604242867593,530.4498902706657,33.2,403.0,54.5,701.0,35.5,356,2.9,701.0,42.056250000000006
975,975.5,925.5,Riga Stradins University,Latvia,Europe,M,SP,MD,A,6.1,601,13.4,601,14.1,701,1.9,701,22.3,565.0,90.8,118.0,15.1,701.0,11.4,701,1.1,701.0,42.056250000000006
976,975.5,925.5,S.D. Asfendiyarov Kazakh National Medical University,Kazakhstan,Asia,M,SP,LO,A,6.7,601,4.2,601,59.7,245,1.1,701,10.4,701.0,64.7,231.0,3.9,701.0,3.4,701,1.1,701.0,42.056250000000006
978,975.5,925.5,Sophia University ,Japan,Asia,L,CO,HI,B,12.7,601,19.9,454,21.9,640,1.8,701,34.5,466.0,10.8,701.0,8.6,701.0,11.7,701,5.2,701.0,42.056250000000006
979,975.5,875.5,Southern Federal University,Russia,Europe,L,CO,VH,A,6.6,601,3.8,601,67.9,194,1.9,701,2.9,701.0,25.2,477.0,40.1,701.0,1.8,701,1.2,701.0,42.056250000000006
980,975.5,925.5,St. Louis University,United States,Americas,L,CO,VH,B,4.4,601,2.6,601,53.2,286,13.5,660,12.7,701.0,11.0,698.0,28.7,701.0,9.0,701,1.7,701.0,42.056250000000006
981,975.5,975.5,The University of Alabama,United States,Americas,XL,CO,VH,A,10.0,601,20.3,449,5.3,701,11.9,697,5.3,701.0,2.5,701.0,54.9,699.0,10.7,701,6.7,701.0,42.056250000000006
982,975.5,1100.5,The University of Lahore,Pakistan,Asia,L,FO,VH,B,11.1,601,19.4,464,12.3,701,3.3,701,4.0,701.0,3.0,701.0,61.4,611.0,2.7,701,19.7,537.0,42.056250000000006
983,975.5,925.5,Universidad Autónoma Metropolitana (UAM),Mexico,Americas,XL,FC,HI,A,23.6,371,11.3,601,3.7,701,2.5,701,7.8,701.0,1.2,701.0,45.6,701.0,4.6,701,9.4,680.0,42.056250000000006
985,975.5,795.5,Universidad de La Sabana,Colombia,Americas,M,FC,HI,B,21.0,418,25.5,370,14.2,701,2.0,701,3.9,701.0,1.8,701.0,13.1,701.0,10.5,701,1.1,701.0,42.056250000000006
987,975.5,975.5,Universidad de los Andes - Chile,Chile,Americas,M,FC,HI,B,16.4,544,18.1,486,8.4,701,2.8,701,12.2,701.0,2.0,701.0,22.6,701.0,38.6,331,1.2,701.0,42.056250000000006
988,975.5,825.5,Universidad de San Andrés - UdeSA,Argentina,Americas,S,SP,HI,B,7.7,601,19.7,460,46.0,336,2.2,701,7.5,701.0,4.1,701.0,13.2,701.0,29.8,419,25.072377622377623,529.6944055944056,42.056250000000006
989,975.5,975.5,Universidad Nacional de Rosario (UNR),Argentina,Americas,XL,FC,MD,A,19.5,460,7.7,601,31.2,504,1.1,701,30.62604242867593,530.4498902706657,6.4,701.0,26.8,701.0,10.7,701,1.0,701.0,42.056250000000006
990,975.5,825.5,Universidad Técnica Federico Santa María (USM),Chile,Americas,L,FO,VH,B,9.8,601,33.0,287,3.2,701,5.0,701,13.8,688.0,1.6,701.0,41.6,701.0,13.1,701,7.6,701.0,42.056250000000006
991,975.5,875.5,Universidad Torcuato Di Tella,Argentina,Americas,S,SP,HI,B,12.4,601,20.8,442,14.4,701,2.6,701,33.1,478.0,7.8,701.0,4.5,701.0,35.6,355,25.072377622377623,529.6944055944056,42.056250000000006
993,975.5,975.5,Université Toulouse 1 Capitole,France,Europe,L,FO,VH,A,13.4,601,4.6,601,1.7,701,6.2,701,25.5,526.0,50.2,292.0,52.6,701.0,6.1,701,1.8,701.0,42.056250000000006
994,975.5,975.5,Universiti Pendidikan Sultan Idris (UPSI),Malaysia,Asia,M,FO,VH,A,13.1,601,9.9,601,27.5,554,2.7,701,21.3,583.0,38.3,366.0,21.1,701.0,3.9,701,2.2,701.0,42.056250000000006
995,975.5,975.5,University of Bahrain,Bahrain,Asia,L,CO,HI,A,9.7,601,5.1,601,7.0,701,2.2,701,87.0,213.0,8.9,701.0,36.2,701.0,36.3,350,1.1,701.0,42.056250000000006
996,975.5,925.5,University of Central Lancashire,United Kingdom,Europe,L,CO,HI,A,5.4,601,4.9,601,10.9,701,3.8,701,35.5,451.0,82.0,165.0,53.9,701.0,2.1,701,1.5,701.0,42.056250000000006
997,975.5,1100.5,University of Colombo,Sri Lanka,Asia,L,CO,HI,A,13.1,601,18.0,489,2.5,701,3.2,701,1.1,701.0,1.2,701.0,19.3,701.0,69.6,161,16.3,570.0,42.056250000000006
998,975.5,925.5,University of Denver,United States,Americas,M,CO,VH,B,5.4,601,7.4,601,42.2,368,7.8,701,7.7,701.0,5.8,701.0,32.7,701.0,25.6,460,9.9,667.0,42.056250000000006
999,975.5,875.5,University of Parma,Italy,Europe,XL,FC,HI,A,9.5,601,2.7,601,2.9,701,25.4,492,3.8,701.0,9.1,701.0,69.4,491.0,9.2,701,2.3,701.0,42.056250000000006
1000,975.5,1100.5,University of Regina,Canada,Americas,L,CO,HI,A,3.3,601,2.5,601,3.9,701,21.0,544,7.3,701.0,38.3,365.0,39.1,701.0,4.1,701,44.6,343.0,42.056250000000006
1001,975.5,1100.5,University of South Bohemia,Czech Republic,Europe,M,FO,VH,A,5.2,601,2.3,601,56.0,264,5.7,701,21.5,577.0,11.4,687.0,55.3,690.0,1.6,701,5.7,701.0,42.056250000000006
1002,975.5,975.5,University of the Western Cape,South Africa,Africa,L,CO,VH,A,8.6,601,5.3,601,4.1,701,14.1,653,25.2,531.0,3.7,701.0,76.8,383.0,21.0,545,2.2,701.0,42.056250000000006
1003,975.5,1100.5,Yarmouk University,Jordan,Asia,L,FC,HI,A,14.1,601,20.1,450,3.1,701,2.6,701,7.3,701.0,8.8,701.0,45.3,701.0,33.8,375,7.5,701.0,42.056250000000006
1004,975.5,975.5,Yeungnam University ,South Korea,Asia,L,FC,VH,C,3.8,601,2.9,601,13.4,701,26.9,477,34.2,468.0,7.5,701.0,43.9,701.0,2.7,701,1.6,701.0,42.056250000000006
1005,1100.5,1300.5,Al-Azhar University,Egypt,Africa,XL,CO,VH,A,13.1,601,10.3,601,11.0,701,1.4,701,1.4,701.0,9.5,701.0,58.3,652.0,22.6,505,1.1,701.0,42.056250000000006
1006,1100.5,1100.5,Aligarh Muslim University,India,Asia,L,CO,VH,A,11.1,601,2.8,601,16.2,701,12.1,690,1.0,701.0,1.4,701.0,46.0,701.0,2.7,701,13.2,606.0,42.056250000000006
1007,1100.5,1100.5,Amity University,India,Asia,L,CO,VH,B,9.8,601,10.6,601,10.7,701,7.1,701,3.7,701.0,21.1,527.0,61.5,609.0,4.1,701,10.8,650.0,42.056250000000006
1008,1100.5,1100.5,Amrita Vishwa Vidyapeetham,India,Asia,L,FC,VH,B,5.8,601,4.7,601,24.0,611,5.7,701,35.5,450.0,1.6,701.0,39.7,701.0,1.7,701,1.1,701.0,42.056250000000006
1009,1100.5,1100.5,An-Najah National University,"Palestinian Territory, Occupied",Asia,L,FC,MD,A,7.7,601,12.1,601,7.3,701,2.3,701,34.6,464.0,24.8,481.0,31.8,701.0,21.8,524,1.1,701.0,42.056250000000006
1010,1100.5,1100.5,"Arab Academy for Science, Technology and Maritime Transport",Egypt,Africa,L,FO,VH,A,7.4,601,8.4,601,33.0,478,1.5,701,6.8,701.0,20.4,533.0,29.8,701.0,11.4,701,1.6,701.0,42.056250000000006
1011,1100.5,1100.5,Assiut University ,Egypt,Africa,XL,FC,HI,A,11.4,601,9.8,601,13.6,701,2.2,701,11.8,701.0,3.5,701.0,56.0,678.0,2.5,701,5.4,701.0,42.056250000000006
1012,1100.5,1300.5,Azerbaijan State Oil and Industry University,Azerbaijan,Asia,L,FO,HI,A,7.3,601,5.3,601,29.9,521,1.1,701,17.4,634.0,2.6,701.0,6.6,701.0,31.4,401,25.072377622377623,529.6944055944056,42.056250000000006
1013,1100.5,1100.5,Azerbaijan State University of Economics,Azerbaijan,Asia,L,FO,HI,A,13.0,601,14.5,570,26.1,569,1.2,701,14.2,678.0,3.4,701.0,4.6,701.0,38.6,330,1.9,701.0,42.056250000000006
1014,1100.5,1100.5,Banaras Hindu University,India,Asia,L,FC,VH,A,13.5,601,8.0,601,12.4,701,9.0,701,1.2,701.0,1.7,701.0,56.4,673.0,8.8,701,2.7,701.0,42.056250000000006
1015,1100.5,1100.5,Baylor University,United States,Americas,L,CO,VH,B,6.1,601,9.1,601,11.9,701,7.5,701,2.4,701.0,3.8,701.0,41.8,701.0,11.6,701,4.0,701.0,42.056250000000006
1016,1100.5,975.5,Bielefeld University,Germany,Europe,L,CO,VH,A,14.2,601,3.3,601,8.0,701,6.7,701,20.0,597.0,7.0,701.0,67.0,524.0,2.9,701,4.9,701.0,42.056250000000006
1017,1100.5,1100.5,Binghamton University SUNY,United States,Americas,L,CO,VH,A,7.0,601,5.1,601,5.7,701,15.8,624,10.8,701.0,10.3,701.0,44.2,701.0,3.9,701,3.1,701.0,42.056250000000006
1018,1100.5,1100.5,Birmingham City University ,United Kingdom,Europe,L,CO,HI,A,6.2,601,4.4,601,7.3,701,3.2,701,42.0,409.0,73.8,195.0,27.2,701.0,6.5,701,1.4,701.0,42.056250000000006
1019,1100.5,1100.5,BRAC University,Bangladesh,Asia,L,CO,HI,B,11.6,601,27.9,344,10.0,701,2.0,701,2.0,701.0,1.4,701.0,21.4,701.0,3.8,701,1.1,701.0,42.056250000000006
1020,1100.5,1100.5,Brigham Young University,United States,Americas,XL,CO,VH,B,7.5,601,7.0,601,4.8,701,10.4,701,1.3,701.0,3.0,701.0,52.4,701.0,22.2,520,3.8,701.0,42.056250000000006
1021,1100.5,1100.5,Canterbury Christ Church University,United Kingdom,Europe,L,CO,HI,A,5.1,601,2.2,601,4.7,701,3.7,701,34.5,465.0,87.6,136.0,17.7,701.0,1.3,701,1.0,701.0,42.056250000000006
1022,1100.5,1100.5,Chang Jung Christian University,Taiwan,Asia,M,CO,HI,B,8.5,601,4.6,601,48.4,323,1.6,701,6.1,701.0,4.4,701.0,4.8,701.0,2.0,701,1.1,701.0,42.056250000000006
1023,1100.5,1100.5,Chung Yuan Christian University,Taiwan,Asia,L,CO,HI,A,6.3,601,5.3,601,4.3,701,15.6,626,3.9,701.0,6.7,701.0,15.1,701.0,22.4,512,7.9,701.0,42.056250000000006
1024,1100.5,1100.5,Chungbuk National University,South Korea,Asia,M,FC,VH,A,3.8,601,2.7,601,34.1,463,10.3,701,10.5,701.0,7.7,701.0,27.4,701.0,1.7,701,15.4,585.0,42.056250000000006
1025,1100.5,925.5,College of William and Mary,United States,Americas,M,CO,VH,A,8.1,601,9.1,601,20.9,657,11.4,701,6.3,701.0,5.4,701.0,33.1,701.0,23.7,476,4.3,701.0,42.056250000000006
1026,1100.5,1100.5,Corvinus University of Budapest,Hungary,Europe,M,FO,VH,B,10.3,601,21.6,427,4.7,701,3.1,701,7.3,701.0,34.8,393.0,19.3,701.0,33.5,377,1.0,701.0,42.056250000000006
1027,1100.5,1100.5,Cracow University of Technology (Politechnika Krakowska),Poland,Europe,L,SP,VH,A,11.0,601,21.3,431,21.7,642,4.7,701,2.6,701.0,3.3,701.0,46.5,701.0,5.4,701,1.0,701.0,42.056250000000006
1028,1100.5,1100.5,Dankook University ,South Korea,Asia,L,FC,HI,B,5.8,601,4.0,601,59.2,248,3.0,701,4.2,701.0,7.1,701.0,13.0,701.0,2.9,701,4.1,701.0,42.056250000000006
1029,1100.5,1100.5,EGE UNIVERSITY,Turkey,Asia,L,FC,HI,A,10.0,601,13.6,595,15.8,701,3.2,701,1.3,701.0,7.8,701.0,68.6,506.0,2.1,701,1.4,701.0,42.056250000000006
1030,1100.5,1100.5,Escuela Superior Politécnica del Litoral (ESPOL),Ecuador,Americas,M,CO,HI,A,14.3,601,8.4,601,22.4,627,2.6,701,12.0,701.0,1.6,701.0,27.5,701.0,8.6,701,22.7,509.0,42.056250000000006
